1	-50.0	87.0	1	1
1	-40.0	87.0	1	2
2	-30.0	87.0	1	3
3	-20.0	87.0	1	4
4	-10.0	87.0	1	5
4	0.0	87.0	1	6
5	10.0	87.0	1	7
6	20.0	87.0	1	8
7	30.0	87.0	1	9
8	40.0	87.0	1	10
8	50.0	87.0	1	11
9	-54.27927927927928	79.4	1	23
1	-44.41031941031941	79.4	1	22
2	-34.54135954135954	79.4	0	21
3	-24.67239967239967	79.4	0	20
3	-14.803439803439801	79.4	0	19
4	-4.934479934479931	79.4	0	18
5	4.934479934479938	79.4	0	17
6	14.803439803439808	79.4	0	16
6	24.672399672399678	79.4	0	15
7	34.54135954135955	79.4	0	14
8	44.41031941031942	79.4	1	13
18	54.27927927927929	79.4	1	12
9	-58.55855855855856	71.80000000000001	1	24
9	-48.7987987987988	71.80000000000001	1	25
10	-39.03903903903904	71.80000000000001	0	26
11	-29.27927927927928	71.80000000000001	0	27
11	-19.51951951951952	71.80000000000001	0	28
12	-9.75975975975976	71.80000000000001	0	29
13	0.0	71.80000000000001	0	30
15	9.75975975975976	71.80000000000001	0	31
16	19.51951951951952	71.80000000000001	0	32
16	29.27927927927928	71.80000000000001	0	33
17	39.03903903903904	71.80000000000001	0	34
18	48.7987987987988	71.80000000000001	1	35
18	58.55855855855856	71.80000000000001	1	36
19	-62.83783783783783	64.20000000000002	1	50
19	-53.17047817047816	64.20000000000002	1	49
20	-43.5031185031185	64.20000000000002	0	48
21	-33.83575883575884	64.20000000000002	0	47
11	-24.168399168399173	64.20000000000002	0	46
22	-14.501039501039507	64.20000000000002	0	45
23	-4.833679833679842	64.20000000000002	0	44
24	4.833679833679824	64.20000000000002	0	43
15	14.50103950103949	64.20000000000002	0	42
16	24.168399168399155	64.20000000000002	0	41
26	33.835758835758824	64.20000000000002	0	40
27	43.503118503118486	64.20000000000002	0	39
28	53.17047817047815	64.20000000000002	1	38
28	62.83783783783781	64.20000000000002	1	37
29	-67.1171171171171	56.600000000000016	1	51
19	-57.52895752895752	56.600000000000016	1	52
20	-47.940797940797935	56.600000000000016	0	53
20	-38.35263835263835	56.600000000000016	0	54
21	-28.764478764478767	56.600000000000016	0	55
22	-19.176319176319183	56.600000000000016	0	56
23	-9.588159588159597	56.600000000000016	0	57
23	-1.0658141036401503e-14	56.600000000000016	0	58
24	9.588159588159575	56.600000000000016	0	59
25	19.17631917631916	56.600000000000016	0	60
26	28.764478764478746	56.600000000000016	0	61
27	38.35263835263833	56.600000000000016	0	62
27	47.940797940797914	56.600000000000016	0	63
28	57.5289575289575	56.600000000000016	1	64
39	67.11711711711709	56.600000000000016	1	65
29	-71.3963963963964	49.000000000000014	1	81
29	-61.87687687687688	49.000000000000014	1	80
30	-52.35735735735736	49.000000000000014	0	79
31	-42.83783783783784	49.000000000000014	0	78
31	-33.31831831831832	49.000000000000014	0	77
32	-23.7987987987988	49.000000000000014	0	76
33	-14.27927927927928	49.000000000000014	0	75
34	-4.75975975975976	49.000000000000014	0	74
34	4.75975975975976	49.000000000000014	0	73
35	14.27927927927928	49.000000000000014	0	72
36	23.7987987987988	49.000000000000014	0	71
37	33.31831831831832	49.000000000000014	0	70
37	42.83783783783784	49.000000000000014	0	69
38	52.35735735735736	49.000000000000014	0	68
39	61.87687687687688	49.000000000000014	1	67
39	71.3963963963964	49.000000000000014	1	66
40	-75.67567567567568	41.40000000000001	1	82
40	-66.21621621621622	41.40000000000001	1	83
41	-56.756756756756765	41.40000000000001	0	84
42	-47.297297297297305	41.40000000000001	0	85
31	-37.837837837837846	41.40000000000001	0	86
43	-28.378378378378386	41.40000000000001	0	87
44	-18.918918918918926	41.40000000000001	0	88
45	-9.459459459459467	41.40000000000001	0	89
34	-7.105427357601002e-15	41.40000000000001	0	90
46	9.459459459459453	41.40000000000001	0	91
47	18.918918918918912	41.40000000000001	0	92
48	28.378378378378372	41.40000000000001	0	93
37	37.83783783783783	41.40000000000001	0	94
49	47.29729729729729	41.40000000000001	0	95
50	56.75675675675675	41.40000000000001	0	96
51	66.21621621621621	41.40000000000001	1	97
51	75.67567567567568	41.40000000000001	1	98
52	-79.95495495495496	33.80000000000001	1	116
40	-70.54848966613673	33.80000000000001	1	115
41	-61.1420243773185	33.80000000000001	0	114
41	-51.73555908850027	33.80000000000001	0	113
42	-42.329093799682035	33.80000000000001	0	112
43	-32.9226285108638	33.80000000000001	0	111
44	-23.51616322204557	33.80000000000001	0	110
44	-14.10969793322734	33.80000000000001	0	109
45	-4.703232644409109	33.80000000000001	0	108
46	4.7032326444091215	33.80000000000001	0	107
47	14.109697933227352	33.80000000000001	0	106
47	23.516163222045584	33.80000000000001	0	105
48	32.92262851086382	33.80000000000001	0	104
49	42.32909379968205	33.80000000000001	0	103
50	51.73555908850028	33.80000000000001	0	102
50	61.14202437731851	33.80000000000001	0	101
51	70.54848966613675	33.80000000000001	1	100
65	79.95495495495497	33.80000000000001	1	99
52	-84.23423423423424	26.20000000000001	1	117
52	-74.87487487487488	26.20000000000001	1	118
53	-65.51551551551552	26.20000000000001	0	119
54	-56.15615615615616	26.20000000000001	0	120
54	-46.7967967967968	26.20000000000001	0	121
55	-37.43743743743744	26.20000000000001	0	122
56	-28.07807807807808	26.20000000000001	0	123
57	-18.71871871871872	26.20000000000001	0	124
57	-9.35935935935936	26.20000000000001	0	125
58	0.0	26.20000000000001	0	126
59	9.35935935935936	26.20000000000001	0	127
59	18.71871871871872	26.20000000000001	0	128
60	28.07807807807808	26.20000000000001	0	129
61	37.43743743743744	26.20000000000001	0	130
63	46.7967967967968	26.20000000000001	0	131
63	56.15615615615616	26.20000000000001	0	132
64	65.51551551551552	26.20000000000001	0	133
65	74.87487487487488	26.20000000000001	1	134
65	84.23423423423424	26.20000000000001	1	135
66	-88.5135135135135	18.60000000000001	1	155
66	-79.1963015647226	18.60000000000001	1	154
67	-69.8790896159317	18.60000000000001	0	153
68	-60.561877667140806	18.60000000000001	0	152
68	-51.24466571834991	18.60000000000001	0	151
69	-41.92745376955901	18.60000000000001	0	150
71	-32.61024182076811	18.60000000000001	0	149
72	-23.293029871977215	18.60000000000001	0	148
72	-13.97581792318632	18.60000000000001	0	147
73	-4.6586059743954245	18.60000000000001	0	146
74	4.658605974395471	18.60000000000001	0	145
75	13.975817923186366	18.60000000000001	0	144
75	23.29302987197726	18.60000000000001	0	143
76	32.61024182076815	18.60000000000001	0	142
77	41.92745376955905	18.60000000000001	0	141
78	51.24466571834995	18.60000000000001	0	140
78	60.56187766714085	18.60000000000001	0	139
79	69.87908961593175	18.60000000000001	0	138
80	79.19630156472265	18.60000000000001	1	137
80	88.51351351351354	18.60000000000001	1	136
81	-92.7927927927928	11.000000000000009	1	156
66	-83.51351351351352	11.000000000000009	1	157
67	-74.23423423423424	11.000000000000009	0	158
67	-64.95495495495496	11.000000000000009	0	159
68	-55.67567567567568	11.000000000000009	0	160
69	-46.3963963963964	11.000000000000009	0	161
85	-37.11711711711712	11.000000000000009	0	162
71	-27.83783783783784	11.000000000000009	0	163
72	-18.55855855855856	11.000000000000009	0	164
73	-9.27927927927928	11.000000000000009	0	165
88	0.0	11.000000000000009	0	166
74	9.27927927927928	11.000000000000009	0	167
75	18.55855855855856	11.000000000000009	0	168
76	27.83783783783784	11.000000000000009	0	169
76	37.11711711711712	11.000000000000009	0	170
77	46.3963963963964	11.000000000000009	0	171
78	55.67567567567568	11.000000000000009	0	172
79	64.95495495495496	11.000000000000009	0	173
79	74.23423423423424	11.000000000000009	0	174
80	83.51351351351352	11.000000000000009	1	175
95	92.7927927927928	11.000000000000009	1	176
81	-97.07207207207207	3.4000000000000092	1	198
81	-87.82711282711283	3.4000000000000092	1	197
